SELECT sum("cpu_total") AS "sum_cpu_total" FROM ( SELECT mean("cpu_total") AS "cpu_total" FROM "kvmtop"."autogen"."kvmtop.domains" WHERE time >= 1584537325s AND time <= 1584537395s GROUP BY time(1s), "UUID" FILL(null) ) GROUP BY time(1s), "UUID" FILL(none)
name,tags,time,sum_cpu_total
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537325000000000,9
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537326000000000,9
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537327000000000,4
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537328000000000,3
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537329000000000,0
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537330000000000,2
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537331000000000,3
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537332000000000,71
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537333000000000,84
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537334000000000,85
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537335000000000,78
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537336000000000,81
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537337000000000,75
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537338000000000,77
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537339000000000,74
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537340000000000,72
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537341000000000,71
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537342000000000,73
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537343000000000,73
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537344000000000,67
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537345000000000,77
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537346000000000,79
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537347000000000,67
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537348000000000,79
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537349000000000,84
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537350000000000,83
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537351000000000,73
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537352000000000,60
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537353000000000,59
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537354000000000,61
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537355000000000,65
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537356000000000,63
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537357000000000,56
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537358000000000,52
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537359000000000,53
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537360000000000,54
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537361000000000,55
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537362000000000,50
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537363000000000,53
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537364000000000,56
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537365000000000,56
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537366000000000,57
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537367000000000,52
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537368000000000,56
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537369000000000,52
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537371000000000,52
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537372000000000,52
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537373000000000,52
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537374000000000,48
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537375000000000,40
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537376000000000,50
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537377000000000,57
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537378000000000,58
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537379000000000,59
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537380000000000,59
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537381000000000,59
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537382000000000,71
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537383000000000,74
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537384000000000,74
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537385000000000,74
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537386000000000,79
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537387000000000,79
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537388000000000,80
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537389000000000,80
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537390000000000,79
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537391000000000,70
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537392000000000,10
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537393000000000,4
kvmtop.domains,UUID=2d891541-a416-43e5-9f12-e18b1252ca62,1584537394000000000,0
name,tags,time,sum_cpu_total
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537325000000000,9
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537326000000000,8
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537327000000000,4
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537328000000000,3
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537329000000000,1
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537330000000000,2
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537331000000000,7
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537332000000000,60
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537333000000000,76
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537334000000000,87
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537335000000000,87
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537336000000000,87
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537337000000000,87
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537338000000000,87
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537339000000000,81
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537340000000000,92
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537341000000000,93
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537342000000000,99
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537343000000000,99
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537344000000000,99
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537345000000000,99
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537346000000000,99
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537347000000000,99
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537348000000000,99
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537349000000000,99
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537350000000000,99
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537351000000000,99
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537352000000000,98
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537353000000000,93
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537354000000000,93
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537355000000000,93
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537356000000000,93
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537357000000000,88
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537358000000000,85
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537359000000000,93
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537360000000000,93
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537361000000000,90
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537362000000000,93
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537363000000000,93
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537364000000000,93
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537365000000000,93
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537366000000000,93
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537367000000000,88
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537368000000000,93
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537369000000000,90
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537371000000000,85
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537372000000000,85
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537373000000000,83
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537374000000000,85
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537375000000000,87
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537376000000000,92
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537377000000000,93
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537378000000000,93
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537379000000000,93
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537380000000000,93
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537381000000000,93
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537382000000000,87
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537383000000000,90
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537384000000000,93
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537385000000000,91
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537386000000000,92
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537387000000000,93
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537388000000000,92
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537389000000000,92
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537390000000000,90
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537391000000000,72
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537392000000000,6
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537393000000000,4
kvmtop.domains,UUID=47d1a868-d77a-45bc-be91-e6a1d725f9a3,1584537394000000000,3
name,tags,time,sum_cpu_total
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584537325000000000,9
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584537326000000000,9
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584537327000000000,4
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584537328000000000,3
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584537329000000000,0
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584537330000000000,2
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584537331000000000,4
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584537332000000000,60
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584537333000000000,59
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584537334000000000,58
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584537335000000000,66
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584537336000000000,64
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584537337000000000,61
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584537338000000000,80
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584537339000000000,83
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584537340000000000,78
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584537341000000000,84
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584537342000000000,75
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584537343000000000,75
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584537344000000000,75
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584537345000000000,81
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584537346000000000,82
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584537347000000000,81
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584537348000000000,67
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584537349000000000,68
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584537350000000000,65
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584537351000000000,61
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584537352000000000,69
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584537353000000000,61
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584537354000000000,65
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584537355000000000,72
kvmtop.domains,UUID=6b1e6355-c8a6-422f-b6f9-fa20a72153d4,1584537356000000000,70
